,eng,aii
,"The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,",ܒܢܘܿܢܹ̈ܐ ܕܨܘܼܦܲܚ ܃ ܣܘܼܚ ܘܚܲܪܢܦܵܪ ܘܫܘܼܥܵܠ ܘܒܸܪܝܼ ܘܝܲܡܪܵܐ.
,"Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera.",ܒܵܨܵܪ ܘܗܘܿܕ ܘܫܲܡܵܐ ܘܫܸܠܫܵܐ ܘܝܸܬܪܵܢ ܘܒܹܐܪܵܐ.
,"And the sons of Jether; Jephunneh, and Pispah, and Ara.",ܘܒܢܘܿܢܹ̈ܐ ܕܝܵܬܵܪ ܃ ܝܘܿܦܲܢܵܐ ܘܦܸܣܦܵܐ ܘܐܵܪܵܐ.
,"And the sons of Ulla; Arah, and Haniel, and Rezia.",ܘܒܢܘܿܢܹ̈ܐ ܕܥܘܼܠܵܐ ܃ ܐܵܪܵܚ ܘܚܲܢܝܼܐܹܝܠ ܘܪܸܨܝܵܐ.
,"All these were the children of Asher, heads of their father's house, choice and mighty men of valour, chief of the princes. And the number throughout the genealogy of them that were apt to the war and to battle was twenty and six thousand men.",ܟܠܵܝ ܐܲܢܹܐ ܒܢܘܿܢܹ̈ܐ ܕܐܵܫܹܝܪ ܪܹ̈ܫܵܢܹܐ ܕܒܲܝܬܵܐ ܕܐܲܒ݂ܵܗܵܬܹܐ ܓܘܼܒܝܹ̈ܐ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܃ ܪܹ̈ܫܵܢܹܐ ܕܓܘܼܪ̈ܵܢܹܐ: ܘܚܲܫܒܲܢܬܵܝ ܕܫܲܒ݂ܛܵܐ ܒܚܲܝܠܵܐ ܕܦܠܵܫܵܐ ܒܡܸܢܝܵܢܵܝ ܃ ܐ݇ܢܵܫܹܐ ܥܸܣܪܝܼܢ ܘܐܸܫܬܵܐ ܐܲܠܦܹ̈ܐ.
,"Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,",ܘܒܸܢܝܵܡܹܝܢ ܡܵܘܠܸܕܠܹܗ ܠܒܵܠܲܥ ܒܘܼܟ݂ܪܘܼܗܝ ܃ ܐܲܫܒܸܠ ܕܬܪܹܝܢ ܘܐܲܚܪܲܚ ܕܬܠܵܬܵܐ.
,"Nohah the fourth, and Rapha the fifth.",ܢܘܼܚܵܐ ܕܐܲܪܒܥܵܐ ܘܪܵܦܵܐ ܕܚܲܡܫܵܐ.
,"And the sons of Bela were, Addar, and Gera, and Abihud,",ܘܗܘܹܠܘܿܢ ܒܢܘܿܢܹ̈ܐ ܠܒܵܠܲܥ ܃ ܐܲܕܵܪ ܘܓܸܪܵܐ ܘܐܲܒ݂ܝܼܗܘܿܕ.
,"And Abishua, and Naaman, and Ahoah,",ܘܐܲܒ݂ܝܼܫܘܿܥ ܘܢܲܥܡܵܢ ܘܐ݇ܚܘܿܚ.
,"And Gera, and Shephuphan, and Huram.",ܘܓܸܪܵܐ ܘܫܦܘܼܦܵܢ ܘܚܘܼܪܵܡ.
,"And these are the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:",ܘܐܲܢܹܐ ܝܢܵܐ ܒܢܘܿܢܹ̈ܐ ܕܐ݇ܚܘܿܕ ܃ ܐܲܢܹܐ ܝܢܵܐ ܪܹ̈ܫܵܢܹܐ ܕܐܲܒ݂ܵܗܵܬܹ̈ܐ ܕܥܵܡܪ̈ܵܢܹܐ ܕܓܒܲܥ ܘܠܘܼܒܠܵܝܠܘܿܢ ܒܓܵܠܘܼܬܵܐ ܠܡܵܢܵܚܲܬ.
,"And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud.",ܘܢܲܥܡܵܢ ܘܐܲܚܝܼܵܐ ܘܓܹܐܪܵܐ ܕܠܘܼܒܠܵܝܠܹܗ ܒܓܵܠܘܼܬܵܐ ܘܡܵܘܠܸܕܠܹܗ ܠܥܵܙܵܐ ܘܠܐܲܚܝܼܚܘܼܕ.
,"And Shaharaim begat children in the country of Moab, after he had sent them away; Hushim and Baara were his wives.",ܘܫܲܚܪܝܼܡ ܡܵܘܠܸܕܠܹܗ ܒܢܘܿܢܹ̈ܐ ܒܚܲܩܠܵܐ ܕܡܘܼܐܵܒ݂ ܡ̣ܢ ܒܵܬ݇ܪ ܕܫܘܼܕܪܵܝܠܹܗ ܚܘܼܫܝܼܡ ܘܒܲܥܪܵܐ ܒܲܟ݂ܬܵܬܘܼܗ̈ܝ.
,"And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,",ܘܡܵܘܠܸܕܠܹܗ ܡ̣ܢ ܚܘܿܕܲܫ ܒܲܟ݂ܬܹܗ ܃ ܠܝܘܼܒܵܒ݂ ܘܠܨܸܒ݂ܝܵܐ ܘܠܡܝܼܫܵܐ ܘܠܡܲܠܟܵܡ.
,"And Jeuz, and Shachia, and Mirma. These were his sons, heads of the fathers.",ܘܠܝܵܥܘܿܨ ܘܠܫܲܟܝܵܐ ܘܠܡܸܪܡܵܐ ܃ ܐܲܢܹܐ ܝ݇ܢܵܐ ܒܢܘܿܢܘܼܗ̈ܝ ܪܹ̈ܫܵܢܹܐ ܕܐܲܒ݂ܵܗܵܬܹ̈ܐ.
,"And of Hushim he begat Abitub, and Elpaal.",ܘܡܚܘܼܫܝܼܡ ܡܵܘܠܸܕܠܹܗ ܠܐܲܚܝܼܛܘܼܒ݂ ܘܠܐܹܠܦܵܥܲܠ.
,"The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:",ܘܒܢܘܿܢܹ̈ܐ ܕܐܸܠܦܵܥܲܠ ܃ ܥܵܒ݂ܵܪ ܘܡܸܫܥܲܡ ܘܫܵܡܹܝܪ ܃ ܗ̇ܘ ܒܢܹܠܹܗ ܠܐܘܿܢܘܼ ܘܠܠܘܿܕ ܘܡܵܬܘܵܬܘܿܗ̈.
,"Beriah also, and Shema, who were heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:",ܘܒܪܝܼܥܵܐ ܘܫܵܡܵܥ ܃ ܐܵܢܝܼ ܗ݇ܘܵܘ ܪܹ̈ܫܵܢܹܐ ܕܐܲܒ݂ܵܗܵܬܹ̈ܐ ܕܥܵܡܪ̈ܵܢܹܐ ܕܐܲܝܵܠܘܿܢ ܃ ܐܵܢܝܼ ܡܘܼܥܪܸܩܠܘܿܢ ܠܥܵܡܪ̈ܵܢܹܐ ܕܓܵܬ.
,"And Ahio, Shashak, and Jeremoth,",ܘܐܲܚܝܼܘܼ ܃ ܫܝܼܫܲܩ ܘܝܲܪܡܘܿܬ.
,"And Zebadiah, and Arad, and Ader,",ܘܙܒܲܕܝܵܐ ܘܥܪܵܕ ܘܥܵܕܵܪ.
,"And Michael, and Ispah, and Joha, the sons of Beriah;",ܘܡܝܼܟ݂ܵܐܹܝܠ ܘܝܸܫܦܵܐ ܘܝܘܿܚܵܐ ܃ ܒܢܘܿܢܹ̈ܐ ܕܒܪܝܼܥܵܐ.
,"And Zebadiah, and Meshullam, and Hezeki, and Heber,",ܘܙܒܲܕܝܵܐ ܘܡܫܘܼܠܵܡ ܘܚܸܙܩܝܼ ܘܚܵܒ݂ܵܪ.
,"Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;",ܘܝܸܫܡܪܲܝ ܘܝܸܙܠܝܼܵܐܐ ܘܝܘܼܒܵܒ݂ ܃ ܒܢܘܿܢܹ̈ܐ ܕܐܸܠܦܵܥܲܠ.
,"And Jakim, and Zichri, and Zabdi,",ܘܝܵܩܝܼܡ ܘܙܸܟ݂ܪܝܼ ܘܙܲܒ݂ܕܲܝ.
,"And Elienai, and Zilthai, and Eliel,",ܘܐܸܠܥܝܼܢܲܝ ܘܨܲܠܬܲܝ ܘܐܸܠܝܼܐܹܝܠ.
,"And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;",ܘܥܕܵܝܵܐ ܘܒܪܵܐܝܵܐ ܘܫܸܡܪܲܬ ܃ ܒܢܘܿܢܹ̈ܐ ܕܫܲܡܥܝܼ.
,"And Ishpan, and Heber, and Eliel,",ܘܝܸܫܦܵܢ ܘܥܵܒ݂ܵܪ ܘܐܸܠܝܼܐܹܝܠ.
,"And Abdon, and Zichri, and Hanan,",ܘܥܲܒ݂ܕܘܿܢ ܘܙܸܟ݂ܪܝܼ ܘܚܲܢܵܢ.
,"And Hananiah, and Elam, and Antothijah,",ܘܚܲܢܲܢܝܵܐ ܘܥܝܼܠܵܡ ܘܥܲܢܬܘܿܬܝܼܵܐ.
,"And Iphedeiah, and Penuel, the sons of Shashak;",ܘܝܸܦܕܝܵܐ ܘܦܢܘܼܐܹܝܠ ܃ ܒܢܘܿܢܹ̈ܐ ܕܫܝܼܫܵܩ.
,"And Shamsherai, and Shehariah, and Athaliah,",ܘܫܲܡܫܪܲܝ ܘܫܚܲܪܝܵܐ ܘܥܬܲܠܝܵܐ.
,"And Jaresiah, and Eliah, and Zichri, the sons of Jeroham.",ܘܝܲܥܪܲܫܝܵܐ ܘܐܹܠܝܼܵܐ ܘܙܸܟ݂ܪܝܼ ܃ ܒܢܘܿܢܹ̈ܐ ܕܝܹܪܘܿܚܵܡ.
,"These were heads of the fathers, by their generations, chief men. These dwelt in Jerusalem.",ܐܲܢܹܐ ܝܢܵܐ ܪܹ̈ܫܵܢܹܐ ܕܐܲܒ݂ܵܗܵܬܹ̈ܐ ܠܬܵܘ̈ܠܕܵܬܵܝ ܪܹ̈ܫܵܢܹܐ: ܐܲܢܹܐ ܝ݇ܬܸܒ݂ܠܘܿܢ ܓܵܘ ܐܘܿܪܸܫܠܸܡ.
,And at Gibeon dwelt the father of Gibeon,ܘܓܵܘ ܓܸܒ݂ܥܘܿܢ ܝ݇ܬܸܒ݂ܠܹܗ ܒܵܒܹܗ ܕܓܸܒ݂ܥܘܿܢ ܘܫܸܡܵܐ ܕܒܲܟ݂ܬܹܗ ܡܲܥܟܵܐ.
,"And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,",ܘܒܪܘܿܢܹܗ ܒܘܼܟ݂ܪܵܐ ܥܲܒ݂ܕܘܿܢ ܘܨܘܿܪ ܘܩܝܼܫ ܘܒܲܥܲܠ ܘܢܵܕܵܒ݂.
,"And Gedor, and Ahio, and Zacher.",ܘܓܕܘܿܪ ܘܐܲܚܝܼܘܼ ܘܙܵܟ݂ܵܪ.
,"And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them.",ܘܡܸܩܠܘܿܬ ܡܵܘܠܸܕܠܹܗ ܠܫܸܡܐܵܐ: ܘܐܵܦ ܐܵܢܝܼ ܠܩܘܼܒ݂ܠ ܕܐܲܚܘܿܢܘܵܬܵܝ̈ ܝ݇ܬܸܒ݂ܠܘܿܢ ܓܵܘ ܐܘܿܪܸܫܠܸܡ ܥܲܡ ܐܲܚܘܿܢܘܵܬܵܝ̈.
,"And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal.",ܘܢܝܼܪ ܡܵܘܠܸܕܠܹܗ ܠܩܝܼܫ ܃ ܘܩܝܼܫ ܡܵܘܠܸܕܠܹܗ ܠܫܵܐܘܿܠ ܃ ܘܫܵܐܘܿܠ ܡܵܘܠܸܕܠܹܗ ܠܝܘܿܢܵܬܵܢ ܘܠܡܲܠܟܝܼܫܘܿܥ ܘܠܲܐܒ݂ܝܼܢܵܕܵܒ݂ ܘܠܹܐܫܒܲܥܲܠ.
,And the son of Jonathan was Meribbaal,ܘܒܪܘܿܢܵܐ ܕܝܘܿܢܵܬܵܢ ܃ ܡܪܝܼܒ݂ ܒܲܥܲܠ ܃ ܘܡܪܝܼܒ݂ ܒܲܥܲܠ ܡܵܘܠܸܕܠܹܗ ܠܡܝܼܟ݂ܵܐ.
,"And the sons of Micah were, Pithon, and Melech, and Tarea, and Ahaz.",ܘܒܢܘܿܢܹ̈ܐ ܕܡܝܼܟ݂ܵܐ: ܦܝܼܬܘܿܢ ܘܡܠܹܟ ܘܬܵܐܪܲܥ ܘܐܵܚܵܙ.
,"And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,",ܘܐܵܚܵܙ ܡܵܘܠܸܕܠܹܗ ܠܝܵܗܘܿܥܲܕܵܐ: ܘܝܵܗܘܿܥܲܕܵܐ ܡܵܘܠܸܕܠܹܗ ܠܥܲܠܵܡܸܬ ܘܠܥܲܙܡܵܘܸܬ ܘܠܙܲܡܪܝܼ ܃ ܘܙܲܡܪܝܼ ܡܵܘܠܸܕܠܹܗ ܠܡܘܼܨܵܐ.
,"And Moza begat Binea: Rapha was his son, Eleasah his son, Azel his son:",ܘܡܘܼܨܵܐ ܡܵܘܠܸܕܠܹܗ ܠܒܲܢܥܵܐ: ܪܵܦܵܐ ܒܪܘܿܢܹܗ ܃ ܐܸܠܥܵܣܵܐ ܒܪܘܿܢܹܗ ܃ ܐܵܨܵܠ ܒܪܘܿܢܹܗ.
,"And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel.",ܘܠܐܵܨܵܠ ܐܝܼܬ ܗ݇ܘܵܘ ܐܸܫܬܵܐ ܒܢܘܿܢܹ̈ܐ ܘܐܲܢܹܐ ܝܢܵܐ ܫܸܡܵܢܵܝ̈ ܃ ܥܲܙܪܝܼܩܵܡ ܃ ܒܘܼܟ݂ܪܹܗ ܃ ܝܼܫܡܲܥܹܝܠ ܃ ܫܥܲܪܝܵܐ ܃ ܥܘܿܒܲܕܝܵܐ ܃ ܘܚܲܢܵܢ ܃ ܟܠܵܝ ܐܲܢܹܐ ܒܢܘܿܢܹ̈ܐ ܕܐܵܨܵܠ.
,"And the sons of Eshek his brother were, Ulam his firstborn, Jehush the second, and Eliphelet the third.",ܘܒܢܘܿܢܹ̈ܐ ܕܥܫܝܼܩ ܐܲܚܘܿܢܘܼܗܝ ܃ ܐܘܼܠܵܡ ܒܘܼܟ݂ܪܹܗ ܃ ܝܲܥܘܿܫ ܬܪܲܝܵܢܵܐ ܘܐܸܠܝܼܦܵܠܲܛ ܬܠܝܼܬܵܝܵܐ.
,"And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these are of the sons of Benjamin.",ܘܗܘܹܠܘܿܢ ܒܢܘܿܢܹ̈ܐ ܕܐܘܼܠܵܡ ܐ݇ܢܵܫܹ̈ܐ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ: ܕܵܒ݂ܩܵܢܹ̈ܐ ܕܩܸܫܬܵܐ ܘܗܘܹܠܵܗ̇ ܠܗ݇ܘܿܢ ܪܵܒܵܐ ܒܢܘܿܢܹ̈ܐ ܘܒܢܘܿܢܹ̈ܐ ܕܒܢܘܿܢܹ̈ܐ ܃ ܡܵܐܐ ܘܚܲܡܫܝܼܢ ܃ ܟܠܵܝ ܐܲܢܹܐ ܡ̣ܢ ܒܢܘܿܢܹ̈ܐ ܕܒܸܢܝܵܡܹܝܢ.
,"So all Israel were reckoned by genealogies; and, behold, they were written in the book of the kings of Israel and Judah, who were carried away to Babylon for their transgression.",ܘܟܠܹܗ ܝܑܼܣܪܵܐܹܝܠ ܦܸܫܠܘܿܢ ܚܘܼܫܒܸܢܹ̈ܐ ܒܫܲܒ݂ܛܵܐ ܃ ܘܗܵܐ: ܟܬܝܼܒ݂ܹ̈ܐ ܝܢܵܐ ܒܟܬܵܒ݂ܵܐ ܕܡܲܠܟܹ̈ܐ ܕܝܑܼܣܪܵܐܹܝܠ ܘܝܼܗܘܼܕܵܐ ܦܸܫܠܘܿܢ ܠܘܼܒ̈ܠܹܐ ܒܓܵܠܘܼܬܵܐ ܠܒܵܒܹܝܠ ܒܘܼܬ ܥܵܘܠܵܝ.
,"Now the first inhabitants that dwelt in their possessions in their cities were, the Israelites, the priests, Levites, and the Nethinims.",ܘܥܵܡܪ̈ܵܢܹܐ ܩܲܕ݇ܡܵܝܹ̈ܐ ܕܝܼܗ݇ܘܵܘ ܝܬܝܼܒ݂ܹ̈ܐ ܒܝܵܪܬܘܼܬܵܝ ܓܵܘ ܡܕܝܼܢܵܬܵܝ̈ ܃ ܝܑܼܣܪܵܐܹܝܠ ܃ ܟܵܗܢܹ̈ܐ ܃ ܠܹܘܵܝܹ̈ܐ ܘܢܵܬܝܼܢܵܝܹ̈ܐ.
,"And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;",ܘܓܵܘ ܐܘܿܪܸܫܠܸܡ ܝ݇ܬܸܒ݂ܠܘܿܢ ܡ̣ܢ ܒܢܲܝ̈ ܝܼܗܘܼܕܵܐ ܘܡ̣ܢ ܒܢܲܝ̈ ܒܸܢܝܵܡܹܝܢ ܘܡ̣ܢ ܒܢܲܝ̈ ܐܲܦܪܹܝܡ ܘܡܢܲܫܹܐ.
,"Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah.",ܥܘܼܬܝܼ ܒܪܘܿܢܹܗ ܕܥܲܡܝܼܗܘܼܕ ܃ ܒܪܘܿܢܹܗ ܕܥܲܡܪ̈ܲܝ ܃ ܒܪܘܿܢܹܗ ܕܐܸܡܪܝܼ ܃ ܒܪܘܿܢܹܗ ܕܒܵܢܝܼ ܡ̣ܢ ܒܢܲܝ̈ ܦܲܪܨ ܃ ܒܪܘܿܢܹܗ ܕܝܼܗܘܼܕܵܐ.
,"And of the Shilonites; Asaiah the firstborn, and his sons.",ܘܡ̣ܢ ܫܝܼܠܘܿܢܵܝܵܐ ܃ ܥܣܵܝܵܐ ܒܘܼܟ݂ܪܵܐ ܘܒܢܘܿܢܘܼܗ̈ܝ.
,"And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety.",ܘܡ̣ܢ ܒܢܘܿܢܹ̈ܐ ܕܙܸܪܵܚ ܃ ܝܥܘܼܐܹܝܠ ܘܐܲܚܘܿܢܘܵܬܵܝ̈ ܃ ܐܸܫܬܲܡܵܐܐ ܘܬܸܫܥܝܼܢ.
,"And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,",ܘܡ̣ܢ ܒܢܲܝ̈ ܒܸܢܝܵܡܹܝܢ ܣܲܠܘܿ ܒܪܘܿܢܹܗ ܕܡܫܘܼܠܵܡ ܃ ܒܪܘܿܢܹܗ ܕܗܘܼܕܵܘܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܗܲܣܢܘܼܐܵܐ.
,"And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;",ܘܝܘܼܒܲܢܝܵܐ ܒܪܘܿܢܹܗ ܕܝܸܪܘܿܚܵܡ ܃ ܘܐܝܼܠܵܐ ܒܪܘܿܢܹܗ ܕܥܲܙܝܼ ܃ ܒܪܘܿܢܹܗ ܕܡܲܟ݂ܪܝܼ ܃ ܘܡܫܘܼܠܵܡ ܒܪܘܿܢܹܗ ܕܫܦܲܛܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܪܥܘܼܐܹܝܠ ܃ ܒܪܘܿܢܹܗ ܕܝܸܒ݂ܢܝܼܵܐ.
,"And their brethren, according to their generations, nine hundred and fifty and six. All these men were chief of the fathers in the house of their fathers.",ܘܐܲܚܘܿܢܘܵܬܵܝ̈ ܠܬܵܘ̈ܠܕܵܬܵܝ ܬܫܲܥܡܵܐܐ ܘܚܲܡܫܝܼܢ ܘܐܸܫܬܵܐ ܃ ܟܠܵܝ ܐܲܢܹܐ ܐ݇ܢܵܫܹ̈ܐ ܪܹ̈ܫܵܢܹܐ ܕܒܵܒܵܘܵܬܹ̈ܐ ܠܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈.
,"And of the priests; Jedaiah, and Jehoiarib, and Jachin,",ܘܡ̣ܢ ܟܵܗܢܹ̈ܐ: ܝܘܿܕܵܥ ܘܝܘܼܝܵܪܝܼܒ݂ ܘܝܵܟܹܝܢ.
,"And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;",ܘܥܲܙܲܪܝܵܐ ܒܪܘܿܢܹܗ ܕܚܹܠܲܩܵܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܡܫܘܼܠܲܡ ܃ ܒܪܘܿܢܹܗ ܕܨܵܕܘܿܩ ܃ ܒܪܘܿܢܹܗ ܕܡܪܵܝܘܿܬ ܃ ܒܪܘܿܢܹܗ ܕܐܲܚܝܼܛܘܼܒ݂ ܃ ܬܲܓܒܸܪܵܢܵܐ ܕܒܲܝܬܹܗ ܕܐܲܠܵܗܵܐ.
,"And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;",ܘܥܕܵܝܵܐ ܒܪܘܿܢܹܗ ܕܝܹܪܘܿܚܵܡ ܃ ܒܪܘܿܢܹܗ ܕܦܲܫܚܘܿܪ ܃ ܒܪܘܿܢܹܗ ܕܡܲܠܟܝܼܵܐ ܃ ܘܡܲܥܣܝܼ ܒܪܘܿܢܹܗ ܕܥܕܝܼܐܹܝܠ ܃ ܒܪܘܿܢܹܗ ܕܝܲܚܙܸܪܵܐ ܃ ܒܪܘܿܢܹܗ ܕܡܫܘܼܠܵܡ ܃ ܒܪܘܿܢܹܗ ܕܡܸܫܠܡܝܼܬ ܃ ܒܪܘܿܢܹܗ ܕܐܸܡܹܪ.
,"And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God.",ܘܐܲܚܘܿܢܘܵܬܵܝ̈ ܪܹ̈ܫܵܢܹܐ ܕܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈ ܃ ܐܲܠܦܵܐ ܘܫܒܲܥܡܵܐܐ ܘܐܸܫܬܝܼܢ ܃ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܃ ܥܵܒ݂ܕܵܢܹ̈ܐ ܕܥܒ݂ܝܼܕܵܬܹ̈ܐ ܕܒܲܝܬܹܗ ܕܡܵܪܝܵܐ.
,"And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;",ܘܡ̣ܢ ܠܹܘܵܝܹ̈ܐ ܃ ܫܡܵܥܵܐ ܒܪܘܿܢܹܗ ܕܚܵܫܘܿܒ݂ ܃ ܒܪܘܿܢܹܗ ܕܥܲܙܪܝܼܩܵܡ ܃ ܒܪܘܿܢܹܗ ܕܚܫܲܒ݂ܝܵܐ ܡ̣ܢ ܒܢܲܝ̈ ܡܪܵܪܝܼ.
,"And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;",ܘܒܲܩܒܲܩܲܪ ܃ ܚܪܸܫ ܘܓܵܠܲܠ ܘܡܬܲܢܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܡܝܼܟ݂ܵܐ: ܒܪܘܿܢܹܗ ܕܙܸܟ݂ܪܝܼ ܃ ܒܪܘܿܢܹܗ ܕܐܵܣܵܦ.
,"And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites.",ܘܥܘܿܒܲܕܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܫܡܵܥܵܐ ܃ ܒܪܘܿܢܹܗ ܕܓܵܠܵܠ ܒܪܘܿܢܹܗ ܕܝܲܕܘܼܬܘܿܢ ܘܒܪܲܟ݂ܝܵܐ ܃ ܒܪܘܿܢܹܗ ܕܐܵܣܵܐ ܃ ܒܪܘܿܢܹܗ ܕܐܹܝܠܩܵܢܵܐ: ܥܵܡܪܵܢܵܐ ܒܡܵܬܘܵܬܹܐ ܕܢܛܘܿܦܬܵܝܹ̈ܐ.
,"And the porters were, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum was the chief;",ܘܢܵܛܪ̈ܲܝ ܬܲܪܥܵܐ ܃ ܫܵܠܘܿܡ ܘܥܲܩܘܿܒ݂ ܘܛܲܠܡܘܿܢ ܘܐܲܚܝܼܡܵܢ ܘܐܲܚܘܿܢܘܵܬܵܝ̈ ܃ ܫܵܠܘܼܡ ܪܹܫܵܐ ܝܗ݇ܘܵܐ.
,Who hitherto waited in the king's gate eastward: they were porters in the companies of the children of Levi.,ܘܗܲܠ ܐܵܕܝܼܵܐ ܒܬܲܪܥܵܐ ܕܡܲܠܟܵܐ ܠܙܪܵܩܵܐ ܝܗ݇ܘܵܐ ܐܵܢܝܼ ܢܵܛܪ̈ܲܝ ܬܲܪܥܵܐ ܕܡܲܫܪ̈ܝܵܬܹܐ ܕܒܢܲܝ̈ ܠܹܘܝܼ ܗ݇ܘܵܘ.
,"And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, were over the work of the service, keepers of the gates of the tabernacle: and their fathers, being over the host of the LORD, were keepers of the entry.",ܘܫܵܠܘܿܡ ܒܪܘܿܢܹܗ ܕܩܘܼܪܵܐ ܃ ܒܪܘܿܢܹܗ ܕܐܲܒ݂ܝܼܐܣܵܦ ܃ ܒܪܘܿܢܹܗ ܕܩܘܿܪܚ ܘܐܲܚܘܿܢܘܵܬܘܼܗ̈ܝ ܠܒܲܝܬܵܐ ܕܒܵܒܘܼܗܝ ܃ ܩܘܿܪ̈ܚܵܝܹܐ ܥܲܠ ܦܘܼܠܚܵܢܵܐ ܕܥܒ݂ܝܼܕܵܬܹ̈ܐ ܢܵܛܪ̈ܵܢܹܐ ܕܣܟܘܼܦܝܵܬܹ̈ܐ ܕܡܲܫܟܢܵܐ ܘܒܵܒܵܘܵܬܵܝ̈ ܥܲܠ ܡܲܫܪܝܼܬܵܐ ܕܡܵܪܝܵܐ ܝܗ݇ܘܵܘ ܢܵܛܪ̈ܵܢܹܐ ܕܦܠܵܛܵܐ ܘܥܒ݂ܵܪܵܐ.
,"And Phinehas the son of Eleazar was the ruler over them in time past, and the LORD was with him.",ܘܦܝܼܢܚܸܣ ܒܪܘܿܢܹܗ ܕܐܹܠܝܼܥܵܙܲܪ ܃ ܬܲܓܒܸܪܵܢܵܐ ܝܗ݇ܘܵܐ ܥܲܠܵܝ ܒܩܲܕ݇ܡܵܝܬܵܐ ܃ ܡܵܪܝܵܐ ܥܲܡܹܗ ܗ݇ܘܵܐ.
,And Zechariah the son of Meshelemiah was porter of the door of the tabernacle of the congregation.,ܙܟܲܪܝܵܐ ܒܪܘܿܢܹܗ ܕܡܫܸܠܸܡܝܵܐ ܢܵܛܪܵܢܵܐ ܝܗ݇ܘܵܐ ܕܬܲܪܥܵܐ ܕܡܲܫܟܲܢ ܙܲܒ݂ܢܵܐ.
